Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr
997,K2-258,K2-258 b,1,19.0921,0.149,0.268,675.2,6351,1.21,,
998,K2-259,K2-259 b,1,15.48043,0.1271,0.207,422.1,6059,1.14,,
999,K2-26,K2-26 b,1,14.5665,0.0962,0.238,,3785,0.56,6.1,M1.0 V
1000,K2-260,K2-260 b,1,2.6266657,0.0404,1.552,676.32,6367,1.39,3.6,F6 V
1001,K2-261,K2-261 b,1,11.63344,0.102,0.85,214.58,5537,1.1,4.7,G7 IV/V
1002,K2-27,K2-27 b,1,6.771315,0.06702,0.4,,5248,0.87,,
1003,K2-28,K2-28 b,1,2.260455,0.0214,0.207,,3214,0.26,6.4,M4
1004,K2-29,K2-29 b,1,3.2588321,0.04217,1.19,,5358,0.94,4.7,G7 V
1005,K2-3,K2-3 b,3,10.05449,0.0769,0.194,,3896,0.6,6,M0 V
1006,K2-3,K2-3 c,3,24.64354,0.1399,0.165,,3896,0.6,6,M0 V
1007,K2-3,K2-3 d,3,44.55983,0.2076,0.135,,3896,0.6,6,M0 V
1008,K2-30,K2-30 b,1,4.098503,0.04839,1.039,,5425,0.9,4.6,G6 V
1009,K2-31,K2-31 b,1,1.25785,0.022,1.06,,5280,0.91,4.7,G7 V
1010,K2-32,K2-32 b,3,8.99213,0.08036,0.458,,5275,0.86,4.9,G9 V
1011,K2-32,K2-32 c,3,20.6602,0.1399,0.269,,5275,0.86,4.9,G9 V
1012,K2-32,K2-32 d,3,31.7154,0.1862,0.306,,5275,0.86,4.9,G9 V
1013,K2-33,K2-33 b,1,5.424865,,0.45,,3540,0.56,6.33,M3.3
1014,K2-34,K2-34 b,1,2.99561,,1.07,,6132,0.64,3.9,F9 V
1015,K2-35,K2-35 b,2,5.608352,0.055,0.172,,4402.71,0.7,5.4,K4 V
1016,K2-35,K2-35 c,2,2.399964,0.031,0.118,,4402.71,0.7,5.4,K4 V
1017,K2-36,K2-36 b,2,1.42266,0.023,0.118,,4924,0.8,5.2,K2 V
1018,K2-36,K2-36 c,2,5.34059,0.0555,0.25,,4924,0.8,5.2,K2 V
1019,K2-37,K2-37 b,3,4.44117,0.0511,0.144,,5413,0.9,4.3,G3 V
1020,K2-37,K2-37 c,3,6.42904,0.0654,0.245,,5413,0.9,4.3,G3 V
1021,K2-37,K2-37 d,3,14.09189,0.1103,0.244,,5413,0.9,4.3,G3 V
1022,K2-38,K2-38 b,2,4.01593,,0.17,,5757,2.24,4.2,G2 V
1023,K2-38,K2-38 c,2,10.56103,0.0964,0.216,,5757,2.24,4.2,G2 V
1024,K2-39,K2-39 b,1,4.60543,,0.56,,4881,0.66,,
1025,K2-4,K2-4 b,1,10.003417,0.078,0.187,,4014.73,0.64,,
1026,K2-42,K2-42 b,1,6.68796,0.0617,0.192,,4613,0.7,,
1027,K2-43,K2-43 b,1,3.471341,0.038,0.424,,3889.72,0.6,,
1028,K2-44,K2-44 b,1,5.65688,0.0651,0.243,,5912,1.15,,
1029,K2-45,K2-45 b,1,1.7292684,0.0224,0.599,,4103,0.5,,
1030,K2-46,K2-46 b,1,19.1541,0.13821,0.183,,6256,0.96,,
1031,K2-47,K2-47 b,1,31.6372,0.1779,0.169,,5054,0.75,,
1032,K2-48,K2-48 b,1,20.5065,0.1344,0.2,,4899,0.77,,
1033,K2-49,K2-49 b,1,2.77065,0.0309,0.172,,4175,0.51,,
1034,K2-5,K2-5 b,2,5.73594,0.0532,0.17,,3930,0.61,5.75,K7.5 V
1035,K2-5,K2-5 c,2,10.93241,0.0818,0.202,,3930,0.61,5.75,K7.5 V
1036,K2-50,K2-50 b,1,8.7529,0.0705,0.142,,4326,0.61,,
1037,K2-52,K2-52 b,1,3.53482,0.0485,0.99,,6113,1.21,,
1038,K2-53,K2-53 b,1,12.2054,0.0975,0.223,,5269,0.83,,
1039,K2-54,K2-54 b,1,9.7843,0.0671,0.103,,3798,0.42,,
1040,K2-55,K2-55 b,1,2.849258,0.03486,0.341,,4456,0.7,,
1041,K2-57,K2-57 b,1,9.0063,0.0746,0.187,,4434,0.68,,
1042,K2-58,K2-58 b,3,7.05254,0.0692,0.239,,5413,0.89,,
1043,K2-58,K2-58 c,3,2.53726,0.035,0.145,,5413,0.89,,
1044,K2-58,K2-58 d,3,22.8827,0.1517,0.153,,5413,0.89,,
1045,K2-59,K2-59 b,2,20.6921,0.1354,0.215,,5055,0.77,,
1046,K2-59,K2-59 c,2,11.2954,0.0905,0.205,,5055,0.77,,
1047,K2-6,K2-6 b,1,30.94191,0.1898,0.223,,5850,0.97,,
1048,K2-60,K2-60 b,1,3.00265,0.045,0.683,,5500,0.97,4.4,G4 V
1049,K2-61,K2-61 b,1,2.57302,0.0392,0.221,,6293,1.21,,
1050,K2-62,K2-62 b,2,6.67202,0.0636,0.191,,4880,0.77,,
1051,K2-62,K2-62 c,2,16.1966,0.1148,0.191,,4880,0.77,,
1052,K2-63,K2-63 b,1,20.257,0.1627,0.287,,6771,1.4,,
1053,K2-64,K2-64 b,1,6.53044,0.0619,0.185,,5312,0.74,,
1054,K2-65,K2-65 b,1,12.6475,0.1014,0.141,78.06,5213,0.87,,
1055,K2-66,K2-66 b,1,5.06963,0.05983,0.222,,5887,1.11,,
1056,K2-68,K2-68 b,1,8.05428,0.0708,0.141,,4746,0.73,,
1057,K2-69,K2-69 b,1,7.06599,0.0591,0.207,,4127,0.55,,
1058,K2-7,K2-7 b,1,28.67992,0.1814,0.238,,5772,0.97,,
1059,K2-70,K2-70 b,1,13.97896,0.1112,0.258,,5622,0.94,,
1060,K2-71,K2-71 b,1,6.98541,0.0559,0.192,,4006,0.48,,
1061,K2-72,K2-72 b,4,5.577212,0.04,0.096,,3360.47,0.27,,
1062,K2-72,K2-72 c,4,15.189034,0.078,0.103,,3360.47,0.27,,
1063,K2-72,K2-72 d,4,7.760178,0.05,0.09,,3360.47,0.27,,
1064,K2-72,K2-72 e,4,24.158868,0.106,0.115,,3360.47,0.27,,
1065,K2-73,K2-73 b,1,7.49543,0.07619,0.219,,5922,1.05,,
1066,K2-74,K2-74 b,1,19.5666,0.1402,0.206,,6060,0.96,,
1067,K2-75,K2-75 b,2,7.8142,0.081,0.238,,5995,1.16,,
1068,K2-75,K2-75 c,2,18.311,0.1429,0.247,,5995,1.16,,
1069,K2-77,K2-77 b,1,8.199796,,0.205,,4970,0.8,,
1070,K2-79,K2-79 b,1,10.99573,0.0987,0.329,,5926,1.06,,
1071,K2-8,K2-8 b,2,10.35239,0.0856,0.319,,4870,0.78,5.3,K3 V
1072,K2-8,K2-8 c,2,5.06416,0.0532,0.215,,4870,0.78,5.3,K3 V
1073,K2-80,K2-80 b,3,19.0918,0.135,0.179,,5441,0.9,,
1074,K2-80,K2-80 c,3,5.605,0.0596,0.131,,5441,0.9,,
1075,K2-80,K2-80 d,3,28.867253,,0.228,,5441,0.9,,
1076,K2-81,K2-81 b,1,6.102325,0.059,0.176,,4674.13,0.75,,
1077,K2-83,K2-83 b,2,2.74697,0.03014,0.111,,3910,0.48,,
1078,K2-83,K2-83 c,2,9.99767,0.07131,0.132,,3910,0.48,,
1079,K2-84,K2-84 b,2,6.4215,0.0665,0.215,,5652,0.95,,
1080,K2-84,K2-84 c,2,27.86,0.1768,0.181,,5652,0.95,,
1081,K2-85,K2-85 b,1,0.684533,0.01263,0.09,,4268,0.57,,
1082,K2-86,K2-86 b,1,8.77683,0.077,0.175,,5482,0.79,,
1083,K2-87,K2-87 b,1,9.72739,0.0876,0.41,,5406,0.95,,
1084,K2-88,K2-88 b,1,4.6122,0.0345,0.11,,3537,0.26,,
1085,K2-89,K2-89 b,1,1.096026,0.01462,0.055,,3691,0.35,,
1086,K2-9,K2-9 b,1,18.4498,0.091,0.201,,3390,0.3,6.25,M2.5 V
1087,K2-90,K2-90 b,2,13.734907,0.1,0.226,,4421.98,0.7,,
1088,K2-90,K2-90 c,2,2.900706,0.035,0.116,,4421.98,0.7,,
1089,K2-91,K2-91 b,1,1.419549,0.0164,0.098,,3622,0.29,,
1090,K2-95,K2-95 b,1,10.13389,0.0653,0.31,,3471,0.36,6.3,M3.0
1091,K2-97,K2-97 b,1,8.4061,,1.31,,4790,1.16,,
1092,K2-98,K2-98 b,1,10.13675,0.0943,0.384,,6120,1.07,3.8,F8 V
1093,K2-99,K2-99 b,1,18.249,0.159,1.29,,5990,1.6,4,G0 IV
1094,KELT-1,KELT-1 b,1,1.217514,0.02466,1.11,262,6518,1.32,,
1095,KELT-10,KELT-10 b,1,4.1662739,0.0525,1.399,183,5948,1.11,4,G0 V
1096,KELT-11,KELT-11 b,1,4.736529,0.06229,1.37,98,5370,1.44,4.9,G8/K0 IV
1097,KELT-12,KELT-12 b,1,5.031623,0.06708,1.78,360,6279,1.59,,
1098,KELT-14,KELT-14 b,1,1.7100566,0.03005,1.743,266,5720,1.24,4.4,G4
1099,KELT-15,KELT-15 b,1,3.32944,,1.74,291,6003,2.06,,
1100,KELT-16,KELT-16 b,1,0.9689951,0.02044,1.415,395.26,6236,1.21,3.7,F7 V
1101,KELT-17,KELT-17 b,1,3.0801716,0.04881,1.525,210,7454,1.64,2,A
1102,KELT-18,KELT-18 b,1,2.8717518,0.0455,1.57,311,6670,1.52,3.4,F4 V
1103,KELT-19 A,KELT-19 A b,1,4.6117093,0.0637,1.91,292,7500,1.62,2.8,A8 V
1104,KELT-2 A,KELT-2 A b,1,4.11379,,1.35,124.22,6327,1.54,3.8,F8
1105,KELT-20,KELT-20 b,1,3.4741085,0.0542,1.741,139.7,8720,1.76,2.2,A2 V
1106,KELT-21,KELT-21 b,1,3.6127647,0.05224,1.586,415,7598,1.46,2.8,A8 V
1107,KELT-3,KELT-3 b,1,2.70339,,1.56,178,6304,1.96,,
1108,KELT-4 A,KELT-4 A b,1,2.9895932,0.04317,1.699,210,6206,1.2,3,F
1109,KELT-6,KELT-6 b,2,7.8457,,1.3,222,6102,1.42,3.8,F8
1110,KELT-6,KELT-6 c,2,1276,2.39,,222,6102,1.42,3.8,F8
1111,KELT-7,KELT-7 b,1,2.73477,,1.6,129,6768,1.76,3,F
1112,KELT-8,KELT-8 b,1,3.24406,,1.62,236,5754,0.81,4.2,G2 V
1113,KELT-9,KELT-9 b,1,1.4811235,0.03462,1.891,188.7,10170,2.52,1.98,B9.5-A0
1114,KIC 10001893,KIC 10001893 b,3,0.2197,,,,27500,,,
1115,KIC 10001893,KIC 10001893 c,3,0.32528,,,,27500,,,
1116,KIC 10001893,KIC 10001893 d,3,0.81161,,,,27500,,,
1117,KIC 10525077,KIC 10525077 b,1,854.083,,0.491,,6091,1.01,,
1118,KIC 3558849,KIC 3558849 b,1,1322.3,,0.616,,6175,0.98,,
1119,KIC 5437945,KIC 5437945 b,2,440.7813,,0.571,848,6340,1.07,,
1120,KIC 5951458,KIC 5951458 b,1,1320.1,,0.589,,6258,0.98,,
1121,KIC 7917485,KIC 7917485 b,1,840,,,,7067,1.63,2,A
1122,KOI-7892,KIC 8540376 b,2,31.8099,,0.366,,6474,1.04,,
1123,KOI-7892,KIC 8540376 c,2,75.2,,0.214,,6474,1.04,,
1124,KIC 9663113,KIC 9663113 b,2,572.3847,,0.41,,6065,0.98,,
1125,KOI-12,KOI-12 b,1,17.85523,,1.54,426,6820,1.82,,
1126,KOI-1257,KOI-1257 b,1,86.647661,0.382,0.94,900,5520,0.99,4.5,G5 V
1127,KOI-13,KOI-13 b,1,1.763588,0.03641,1.512,415,7650,1.72,,
1128,KOI-142,KOI-142 b,2,10.95416,,0.337,339,5471,0.96,4.6,G6 V
1129,KOI-142,KOI-142 c,2,22.3395,0.15525,,339,5471,0.96,4.6,G6 V
1130,KOI-217,KOI-217 b,1,3.90512,0.0477,1.11,800,5545,0.95,,
1131,KOI-351,KOI-351 b,8,7.008151,0.074,0.117,780,6080,1.2,,
1132,KOI-351,KOI-351 c,8,8.719375,0.089,0.106,780,6080,1.2,,
1133,KOI-351,KOI-351 d,8,59.73667,0.32,0.256,780,6080,1.2,,
1134,KOI-351,KOI-351 e,8,91.93913,0.42,0.237,780,6080,1.2,,
1135,KOI-351,KOI-351 f,8,124.9144,0.48,0.257,780,6080,1.2,,
1136,KOI-351,KOI-351 g,8,210.60697,0.71,0.723,780,6080,1.2,,
1137,KOI-351,KOI-351 h,8,331.60059,1.01,1.008,780,6080,1.2,,
1138,KOI-351,KOI-351 i,8,14.44912,,0.118,780,6080,1.2,,
1139,KOI-55,KOI-55 b,2,0.240104,0.006,0.068,1180,27730,0.5,1,B
1140,KOI-55,KOI-55 c,2,0.342887,0.0076,0.077,1180,27730,0.5,1,B
1141,KOI-94,KOI-94 b,4,3.743208,0.05119,0.153,462,6182,1.28,,
1142,KOI-94,KOI-94 c,4,10.423648,0.1013,0.385,462,6182,1.28,,
1143,KOI-94,KOI-94 d,4,22.342989,0.1684,1.005,462,6182,1.28,,
1144,KOI-94,KOI-94 e,4,54.32031,0.3046,0.585,462,6182,1.28,,
1145,KPS-1,KPS-1 b,1,1.706291,0.0269,1.03,,5165,0.89,5.1,K1 V
1146,Kapteyn,Kapteyn c,1,121.54,0.311,,3.92,3550,0.28,6,M0 V
1147,Kepler-10,Kepler-10 b,2,0.837491,0.0172,0.132,173,5627,0.91,,
1148,Kepler-10,Kepler-10 c,2,45.294301,,0.21,173,5627,0.91,,
1149,Kepler-100,Kepler-100 b,3,6.88705,,0.118,297,5825,1.08,,
1150,Kepler-100,Kepler-100 c,3,12.8159,,0.196,297,5825,1.08,,
1151,Kepler-100,Kepler-100 d,3,35.3331,,0.144,297,5825,1.08,,
1152,Kepler-1000,Kepler-1000 b,1,120.0181272,,0.425,925,6453,1.4,,
1153,Kepler-1001,Kepler-1001 b,1,14.30511983,,0.281,1009,5491,0.9,,
1154,Kepler-1002,Kepler-1002 b,1,4.33642933,,0.153,425,6144,1.22,,
1155,Kepler-1003,Kepler-1003 b,1,3.55485691,,0.159,873,6109,1.11,,
1156,Kepler-1004,Kepler-1004 b,1,5.28789787,,0.56,1080,4972,1.11,,
1157,Kepler-1005,Kepler-1005 b,1,6.49801525,,0.134,515,5782,1,,
1158,Kepler-1006,Kepler-1006 b,1,19.76172042,,0.137,496,5328,0.78,,
1159,Kepler-1007,Kepler-1007 b,1,5.18500207,,0.128,365,4587,0.73,,
1160,Kepler-1008,Kepler-1008 b,1,12.43931193,,0.114,299,5066,0.81,,
1161,Kepler-1009,Kepler-1009 b,1,11.35011917,,0.194,281,4027,0.59,,
1162,Kepler-101,Kepler-101 b,2,3.4876812,0.0474,0.51,657,5667,1.17,4.3,G3 IV
1163,Kepler-101,Kepler-101 c,2,6.02976,0.0684,0.112,657,5667,1.17,4.3,G3 IV
1164,Kepler-1010,Kepler-1010 b,1,34.2685705,,0.207,610,5253,0.86,,
1165,Kepler-1011,Kepler-1011 b,1,5.75322197,,0.256,860,5416,0.91,,
1166,Kepler-1012,Kepler-1012 b,1,5.50860439,,0.115,420,5556,0.95,,
1167,Kepler-1013,Kepler-1013 b,1,18.93054959,,0.192,433,4954,0.81,,
1168,Kepler-1014,Kepler-1014 b,1,16.57110363,,0.213,672,5388,0.88,,
1169,Kepler-1015,Kepler-1015 b,1,16.00494214,,0.317,932,6769,1.49,,
1170,Kepler-1016,Kepler-1016 b,2,1.95452434,,0.194,1239,5821,0.99,,
1171,Kepler-1016,Kepler-1016 c,2,105.6551369,,0.328,1239,5821,0.99,,
1172,Kepler-1017,Kepler-1017 b,1,7.23400469,,0.178,554,5473,0.93,,
1173,Kepler-1018,Kepler-1018 b,1,49.1013514,,0.23,894,5518,0.91,,
1174,Kepler-1019,Kepler-1019 b,1,1.41122985,,0.13,198,4433,0.7,,
1175,Kepler-102,Kepler-102 b,5,5.28696,,0.042,110,4909,0.81,,
1176,Kepler-102,Kepler-102 c,5,7.07142,,0.052,110,4909,0.81,,
1177,Kepler-102,Kepler-102 d,5,10.3117,,0.105,110,4909,0.81,,
1178,Kepler-102,Kepler-102 e,5,16.1457,,0.198,110,4909,0.81,,
1179,Kepler-102,Kepler-102 f,5,27.4536,,0.079,110,4909,0.81,,
1180,Kepler-1020,Kepler-1020 b,1,96.9151496,,0.203,446,5227,0.87,,
1181,Kepler-1021,Kepler-1021 b,1,13.47469571,,0.208,837,5431,0.89,,
1182,Kepler-1022,Kepler-1022 b,1,10.99469878,,0.211,455,4445,0.71,,
1183,Kepler-1023,Kepler-1023 b,1,62.1387714,,0.235,686,5494,0.93,,
1184,Kepler-1024,Kepler-1024 b,1,66.4162133,,0.349,1017,5143,0.81,,
1185,Kepler-1025,Kepler-1025 b,1,37.3229493,,0.177,716,6089,1.09,,
1186,Kepler-1026,Kepler-1026 b,1,36.5156053,,0.197,389,4948,0.79,,
1187,Kepler-1027,Kepler-1027 b,1,1.9078052,,0.079,291,5436,0.91,,
1188,Kepler-1028,Kepler-1028 b,1,2.51462432,,0.119,633,5522,0.9,,
1189,Kepler-1029,Kepler-1029 b,1,4.41769648,,0.112,422,5030,0.82,,
1190,Kepler-103,Kepler-103 b,2,15.9654,,0.301,485,5845,1.09,,
1191,Kepler-103,Kepler-103 c,2,179.612,,0.459,485,5845,1.09,,
1192,Kepler-1030,Kepler-1030 b,1,19.32952416,,0.221,795,4983,0.8,,
1193,Kepler-1031,Kepler-1031 b,1,1.22621732,,0.078,741,6011,1.09,,
1194,Kepler-1032,Kepler-1032 b,1,3.29011795,,0.167,607,4647,0.77,,
1195,Kepler-1033,Kepler-1033 b,1,7.56052806,,0.224,1425,5547,0.94,,
1196,Kepler-1034,Kepler-1034 b,1,12.12400943,,0.202,706,5198,0.83,,
1197,Kepler-1035,Kepler-1035 b,1,2.71407755,,0.104,408,5763,0.98,,
1198,Kepler-1036,Kepler-1036 b,1,122.8808058,,0.269,507,5533,0.95,,
1199,Kepler-1037,Kepler-1037 b,1,1.06378867,,0.114,451,5105,0.82,,
1200,Kepler-1038,Kepler-1038 b,1,148.4603382,,0.315,622,5335,0.87,,
1201,Kepler-1039,Kepler-1039 b,1,0.93488424,,0.13,324,4870,0.79,,
1202,Kepler-104,Kepler-104 b,3,11.427548,0.094,0.277,403,5711,,,
1203,Kepler-104,Kepler-104 c,3,23.668205,0.153,0.279,403,5711,,,
1204,Kepler-104,Kepler-104 d,3,51.755394,0.257,0.319,403,5711,,,
1205,Kepler-1040,Kepler-1040 b,1,201.1214,,0.186,473,5694,0.98,,
1206,Kepler-1041,Kepler-1041 b,1,24.7576421,,0.262,979,5957,1.06,,
1207,Kepler-1042,Kepler-1042 b,1,10.13202575,,0.195,659,4815,0.75,,
1208,Kepler-1043,Kepler-1043 b,1,38.5053398,,0.227,838,5629,0.92,,
1209,Kepler-1044,Kepler-1044 b,1,6.77408868,,0.238,1507,5985,1.08,,
1210,Kepler-1045,Kepler-1045 b,1,26.41045478,,0.24,971,5301,0.86,,
1211,Kepler-1046,Kepler-1046 b,1,14.37508035,,0.153,518,5913,1.04,,
1212,Kepler-1047,Kepler-1047 b,2,56.1886887,,0.186,566,5754,1.08,,
1213,Kepler-1047,Kepler-1047 c,2,3.18897601,,0.088,566,5754,1.08,,
1214,Kepler-1048,Kepler-1048 b,1,6.92101021,,0.144,415,4651,0.75,,
1215,Kepler-1049,Kepler-1049 b,1,3.27346074,,0.085,129,3864,0.51,,
1216,Kepler-105,Kepler-105 b,2,5.4122,0.066,0.429,524,5827,0.96,,
1217,Kepler-105,Kepler-105 c,2,7.1262,,0.117,524,5827,0.96,,
1218,Kepler-1050,Kepler-1050 b,2,15.3787546,,0.143,555,6010,1.09,,
1219,Kepler-1050,Kepler-1050 c,2,21.1284569,,0.132,555,6010,1.09,,
1220,Kepler-1051,Kepler-1051 b,1,25.96200249,,0.303,1021,6675,1.43,,
1221,Kepler-1052,Kepler-1052 b,1,34.8538276,,0.261,1051,5888,1.03,,
1222,Kepler-1053,Kepler-1053 b,1,2.41435165,,0.087,171,4529,0.74,,
1223,Kepler-1054,Kepler-1054 b,1,4.30655689,,0.235,1050,6209,1.22,,
1224,Kepler-1055,Kepler-1055 b,1,2.29503623,,0.11,422,5723,0.98,,
1225,Kepler-1056,Kepler-1056 b,1,27.495606,,0.269,971,6127,1.12,,
1226,Kepler-1057,Kepler-1057 b,1,14.08827448,,0.3,1462,5987,1.07,,
1227,Kepler-1058,Kepler-1058 b,1,110.96546,,0.243,525,4644,0.73,,
1228,Kepler-1059,Kepler-1059 b,1,3.76419105,,0.154,673,4906,0.75,,
1229,Kepler-106,Kepler-106 b,4,6.16486,,0.073,451,5858,1,,
1230,Kepler-106,Kepler-106 c,4,13.5708,,0.223,451,5858,1,,
1231,Kepler-106,Kepler-106 d,4,23.9802,,0.085,451,5858,1,,
1232,Kepler-106,Kepler-106 e,4,43.8445,,0.228,451,5858,1,,
1233,Kepler-1060,Kepler-1060 b,1,46.8779367,,0.212,861,5797,0.99,,
1234,Kepler-1061,Kepler-1061 b,1,2.75798267,,0.177,585,6067,1.09,,
1235,Kepler-1062,Kepler-1062 b,1,9.30412078,,0.157,388,4597,0.75,,
1236,Kepler-1063,Kepler-1063 b,1,14.07971466,,0.133,365,5945,1.09,,
1237,Kepler-1064,Kepler-1064 b,1,16.54080322,,0.138,374,5153,0.85,,
1238,Kepler-1065,Kepler-1065 b,2,3.60930891,,0.333,1078,5635,0.94,,
1239,Kepler-1065,Kepler-1065 c,2,2.37030743,,0.143,1078,5635,0.94,,
1240,Kepler-1066,Kepler-1066 b,1,1.93155984,,0.211,399,5762,0.98,,
1241,Kepler-1067,Kepler-1067 b,1,0.76212926,,0.071,689,5592,0.95,,
1242,Kepler-1068,Kepler-1068 b,1,16.92344113,,0.324,1532,5806,1.01,,
1243,Kepler-1069,Kepler-1069 b,1,23.8990296,,0.143,435,5722,0.99,,
1244,Kepler-107,Kepler-107 b,4,3.179997,0.044,0.139,512,5851,,,
1245,Kepler-107,Kepler-107 c,4,4.901425,0.059,0.161,512,5851,,,
1246,Kepler-107,Kepler-107 d,4,7.958203,0.082,0.095,512,5851,,,
1247,Kepler-107,Kepler-107 e,4,14.749049,0.123,0.308,512,5851,,,
1248,Kepler-1070,Kepler-1070 b,1,6.2216147,,0.154,1040,6261,1.21,,
1249,Kepler-1071,Kepler-1071 b,1,6.1799844,,0.212,964,5215,0.86,,
1250,Kepler-1072,Kepler-1072 b,1,1.5690665,,0.141,976,6199,1.2,,
1251,Kepler-1073,Kepler-1073 b,2,8.67888593,,0.205,837,5792,1,,
1252,Kepler-1073,Kepler-1073 c,2,4.02582254,,0.146,837,5792,1,,
1253,Kepler-1074,Kepler-1074 b,1,5.94566534,,0.112,245,4002,0.6,,
1254,Kepler-1075,Kepler-1075 b,1,1.52372816,,0.127,265,3959,0.56,,
1255,Kepler-1076,Kepler-1076 b,1,6.14727918,,0.071,199,4868,0.79,,
1256,Kepler-1077,Kepler-1077 b,1,34.3511874,,0.247,1098,5816,1.02,,
1257,Kepler-1078,Kepler-1078 b,1,3.00725242,,0.17,1215,5612,0.94,,
1258,Kepler-1079,Kepler-1079 b,1,13.24503188,,0.145,481,5758,1.08,,
1259,Kepler-108,Kepler-108 b,2,49.183921,0.292,0.772,729,5854,,,
1260,Kepler-108,Kepler-108 c,2,190.323494,0.721,0.73,729,5854,,,
1261,Kepler-1080,Kepler-1080 b,1,77.2548396,,0.293,688,5956,1.1,,
1262,Kepler-1081,Kepler-1081 b,1,3.85691855,,0.09,425,5345,0.88,,
1263,Kepler-1082,Kepler-1082 b,1,1.5432066,,0.1,628,5923,1.03,,
1264,Kepler-1083,Kepler-1083 b,1,33.4177993,,0.3,912,5049,0.81,,
1265,Kepler-1084,Kepler-1084 b,1,2.05333679,,0.099,427,6113,1.12,,
1266,Kepler-1085,Kepler-1085 b,1,219.3217528,,0.644,1518,6000,1.11,,
1267,Kepler-1086,Kepler-1086 b,2,18.78425728,,0.218,464,4350,0.7,,
1268,Kepler-1086,Kepler-1086 c,2,161.5163345,,0.262,464,4350,0.7,,
1269,Kepler-1087,Kepler-1087 b,1,0.69384285,,0.054,354,5589,0.96,,
1270,Kepler-1088,Kepler-1088 b,1,23.12748644,,0.127,300,5975,1.08,,
1271,Kepler-1089,Kepler-1089 b,1,5.13248562,,0.163,227,3753,0.52,,
1272,Kepler-109,Kepler-109 b,2,6.48163,,0.211,482,5952,1.04,,
1273,Kepler-109,Kepler-109 c,2,21.2227,,0.225,482,5952,1.04,,
1274,Kepler-1090,Kepler-1090 b,1,198.680179,,0.201,702,5321,0.86,,
1275,Kepler-1091,Kepler-1091 b,1,1.43474156,,0.13,915,5851,1.01,,
1276,Kepler-1092,Kepler-1092 b,1,58.6017925,,0.185,914,5862,0.99,,
1277,Kepler-1093,Kepler-1093 b,2,25.0824626,,0.174,848,6166,1.13,,
1278,Kepler-1093,Kepler-1093 c,2,89.722292,,0.175,848,6166,1.13,,
1279,Kepler-1094,Kepler-1094 b,1,78.1000231,,0.284,1371,6112,1.14,,
1280,Kepler-1095,Kepler-1095 b,1,4.27103091,,0.108,758,5658,0.94,,
1281,Kepler-1096,Kepler-1096 b,1,2.89221751,,0.111,344,4306,0.66,,
1282,Kepler-1097,Kepler-1097 b,1,187.747029,,0.291,738,5211,0.82,,
1283,Kepler-1098,Kepler-1098 b,1,2.54307286,,0.116,876,5794,0.99,,
1284,Kepler-1099,Kepler-1099 b,1,2.16845259,,0.252,1209,5837,1.01,,
1285,Kepler-11,Kepler-11 b,6,10.3039,0.091,0.161,613,5663,0.96,,
1286,Kepler-11,Kepler-11 c,6,13.0241,0.107,0.256,613,5663,0.96,,
1287,Kepler-11,Kepler-11 d,6,22.6845,0.155,0.278,613,5663,0.96,,
1288,Kepler-11,Kepler-11 e,6,31.9996,0.195,0.374,613,5663,0.96,,
1289,Kepler-11,Kepler-11 f,6,46.6888,0.25,0.222,613,5663,0.96,,
1290,Kepler-11,Kepler-11 g,6,118.3807,0.466,0.297,613,5663,0.96,,
1291,Kepler-110,Kepler-110 b,2,12.691112,0.107,0.163,692,5960,,,
1292,Kepler-110,Kepler-110 c,2,31.719775,0.198,0.197,692,5960,,,
1293,Kepler-1100,Kepler-1100 b,1,6.42200058,,0.156,940,6247,1.21,,
1294,Kepler-1101,Kepler-1101 b,1,81.3151059,,0.22,897,5614,0.94,,
1295,Kepler-1102,Kepler-1102 b,1,51.3285623,,0.237,986,5724,0.96,,
1296,Kepler-1103,Kepler-1103 b,1,19.79191978,,0.203,921,6092,1.11,,
1297,Kepler-1104,Kepler-1104 b,1,5.03728015,,0.11,516,6417,1.3,,
1298,Kepler-1105,Kepler-1105 b,1,4.42157218,,0.179,369,4299,0.71,,
1299,Kepler-1106,Kepler-1106 b,1,1.25275217,,0.147,1168,6104,1.11,,
1300,Kepler-1107,Kepler-1107 b,1,0.57103852,,0.12,457,5268,0.86,,
1301,Kepler-1108,Kepler-1108 b,1,4.51005748,,0.13,764,5406,0.88,,
1302,Kepler-1109,Kepler-1109 b,1,37.6467384,,0.195,797,5893,1.05,,
1303,Kepler-111,Kepler-111 b,2,3.341815,0.046,0.141,698,5952,,,
1304,Kepler-111,Kepler-111 c,2,224.784608,0.761,0.651,698,5952,,,
1305,Kepler-1110,Kepler-1110 b,1,9.69312032,,0.237,726,4781,0.73,,
1306,Kepler-1111,Kepler-1111 b,1,8.79617863,,0.178,1142,6077,1.1,,
1307,Kepler-1112,Kepler-1112 b,1,14.36267939,,0.269,1734,6496,1.34,,
1308,Kepler-1113,Kepler-1113 b,1,42.3004954,,0.251,1127,5931,1.12,,
1309,Kepler-1114,Kepler-1114 b,1,14.97435694,,0.12,427,5374,0.87,,
